id_reclamacao;data_abertura;categoria;descricao_reclamacao
3027805;2018-09-24T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu tenho uma conta no meu relatório de crédito do Chase Auto-This foi roubado da concessionária enquanto estava assinando meu contrato. Meu antigo parceiro de negócios roubou este veículo, os vendedores de carros lhe deram as chaves para testar o carro sem o vendedor. Disseram -me que o empréstimo não financiaria e que eu não era responsável pelo carro. Bem, a concessionária financiou o empréstimo com o Chase Auto e eu tentei de tudo para desistir desse empréstimo. Eu arquivei um relatório da polícia há três anos, tentei colocar o carro no meu seguro de carro e tentei ajudar a perseguir o carro, mas não consegui fazer nada. Eu tinha um grande crédito e não queria ter esse relatório de conta negativamente, mas não tinha escolha. Eu arquivei toda a documentação de fraude que Chase me disse para fazê -la e a submeteu. Eu pensei que estava feito, porque não ouvi nada de Chase. Comecei o processo para conseguir uma casa e essa conta está aparecendo em meu crédito. Mais uma vez, arquivei um Aff de fraude, através do site da FTC Fraud, fui muito específico no meu arquivamento. O Departamento de Recuperação de Automóvel da Chase agora está me ligando para coletar este departamento de crédito dívida e perseguição a XXXX, afirmando que a dívida é válida. Não posso registrar um relatório policial, porque o carro não está em meu nome e não posso colocá -lo no seguro do meu carro porque o carro também não estava em meu nome. Então, agora estou lutando com a empresa de relatórios de crédito e agora recebendo chamadas de dívidas da Chase exigindo saber onde está o carro e quando vou pagar a dívida.
2853457;2018-03-25T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Os bancos estão exigindo que seus clientes que desejam ganhar milhas para viajar/companhias aéreas precisam solicitar cartões de crédito. Isso não faz sentido para aqueles que não têm crédito, ruim ou médio.
3612197;2020-04-18T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Olá, eu costumava ter um cartão de crédito xxxx xxxx xxxx xxxx com perseguição de xx/xx/xxxx até xx/xx/xxxx, quando a conta foi fechada. Não tenho mais cartão de crédito nem extratos, mas tenho numerosos e -mails da Chase sobre esta conta e muitos recibos, incluindo poucos com o número de cartão de crédito completo.   Recentemente, o serviço ao cliente xxxx xxxx xxxx me enviou um reembolso a essa conta, que foi processada com sucesso em xx/xx/xxxx. Quando entrei em contato com o banco, eles disseram que nunca tinha um cartão de crédito xxxx xxxx xxxx com eles. Quando dei a eles o número de cartão completo, eles disseram que o número é inválido. Entrei em contato com o atendimento ao cliente, departamento de fraude, xxxx xxxx (xxxx xxxx xxxx várias vezes, sem sucesso. Também enviei vários faxes para o número de fax do departamento de fraude com todas as informações relevantes.   Também não pode fazer login para perseguir o site no momento; Recebendo a mensagem ""Sua conta foi bloqueada devido a atividades incomuns ''.   Tudo isso é altamente incomum, e estou suspeitando de algum tipo de atividade fraudulenta ou roubo de identidade. Como é possível que o banco não tenha mais informações da minha conta apenas seis meses após o fechamento? Sem mencionar que ainda preciso obter o reembolso.   Xxxx, xxxx xxxx"
3127735;2019-01-17T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu sou um cliente leal de perseguições na última década e tenho dois cartões de crédito com Chase, incluindo um cartão preferido de Chase Sapphire. Eu sempre pago a tempo, uso com frequência e ainda é o cartão que está me punindo com uma TAEG tremendamente alta de 24,99 %. Liguei e fiquei com os representantes de 'relacionamento' do Cavalier e Nasty Client que não foram capazes de se mexer no APR, apesar de todos os meus outros cartões de crédito. Fiz um bom trabalho ao aumentar minhas pontuações de crédito, não tenho falências, inclinações ou qualquer coisa que deve permitir que Chase me punisse, e ainda assim eles não estão dispostos a se mexer. Eles me dizem que não há nada que eles possam fazer, que isso passa por críticas periódicas, mas que não posso pedir que o abaixem, e elas são bastante desagradáveis ​​com isso. Eu nunca ouvi falar disso. Meus outros cartões de crédito abaixaram minha APR por telefone em pelo menos 10 %, e Chase não está disposto a descer.
2786871;2018-01-19T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Um cartão de crédito XXXX foi aberto sem a minha permissão. Entrei em contato com eles, eles disseram 60 dias para resolver isso para remover do meu relatório de crédito. Nada ainda
3962394;2020-11-19T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Em XX/XX/2020, liguei para o JP Morgan Chase para solicitar um aumento de limite de crédito para meus carros de crédito da Chase Freedom. O representante inseriu meu pedido de solicitação Analista de crédito revisará dentro de 10 dias úteis.   No aplicativo XX/XX/2020, o aumento do limite de crédito foi revisado dentro de um curto período de tempo; No entanto, recebi uma carta de negação fornecendo razões imprecisas/problemáticas. Minha pontuação de crédito é excelente, mas a carta de negação listou os seguintes motivos abaixo: -o comprimento do tempo, uma vez que o cartão de crédito mais antigo foi aberto é muito curto -Total Disponível de crédito em cartões de crédito é muito baixo -número de perguntas recentes sobre o relatório do Credit Bureau -um ou Mais cartões Chase tem baixo crédito disponível *Observe que a data calculada mostrada na carta de negação é xx/xx/2020 em vez de xx/xx/2020. Outra falha a considerar.   XXXX Entrei em contato com a linha de reconsideração do Chase para revisar. O representante então colocou um aplicativo. Após 30 minutos conversando com o representante (com ela preenchendo o aplicativo), a chamada desconectada e eu não recebi nenhum retorno de chamada. Liguei para a linha novamente na XXXX e o novo representante informou que o aplicativo foi inserido, apesar de eu saber que foi confirmado. Depois de expressar minha frustração, o representante me informou que o pedido de reconsideração foi negado novamente desta vez com apenas um motivo, que foi completamente diferente do que estava listado na carta de negação para aumento do limite de crédito. O representante declarou: mostramos que seu aplicativo foi negado devido a várias contas de crédito abertas.   Isso muito bem é a falta de incompetência tanto no atendimento ao cliente, integridade financeira quanto em relatórios de crédito justo."
3813756;2020-08-26T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu sou xxxx xxxx e tenho prova anexada. Minha saúde não tem sido boa nos últimos anos e minha identidade foi roubada há vários anos. Além de falsas pretensões e roubo de caixa de correio e roubo de cartão de crédito, fui personificado. Eu arquivei um relatório do xerife e roubo de identidade na FTC. Eu arquivei uma reclamação do CFPB contra o Chase em 2018. A vida seguiu para dar feedback. A resposta intermediária do Companys no relatório reflete que Chase tentou entrar em contato comigo em um número xxxx quando meu número de telefone e outras informações de contato foram listadas no relatório. ?? O número foi usado em várias transações fraudulentas e eu não entendo como e onde eles receberam esse número. A posição de perseguições simplesmente afirma que a fraude foi negado depois que eu arquivei o relatório do xerife e o relatório de roubo de identidade da FTC
4137086;2021-02-12T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"O Chase ofereceu um bônus de devolução em dinheiro {$ 100,00} por referir um amigo para se inscrever e ser aprovado para um cartão de crédito. Faz dois meses desde que a indicação foi concluída, mas não recebi a recompensa, apesar de receber um email automatizado, parabenizando -me pela referência bem -sucedida e observar que um bônus está a caminho.   No xxxx xxxx, xxxx, encaminhei meu amigo para me candidatar ao cartão de crédito Chase Freedom Flex. Compartilhei o link fornecido pela Chase, que ofereceu um bônus de volta em dinheiro {$ 100,00}. Dentro de uma hora, meu amigo foi aprovado para o cartão de crédito Chase Freedom Flex, que ele solicitou ao uso do meu link de referência.   No xxxx xxxx, xxxx, recebi um email automatizado da Chase parabenizando -me por fazer uma referência bem -sucedida. O email com o assunto ""Seu bônus está a caminho, ganha até {$ 500,00} em dinheiro"", disse que ganhei {$ 100,00} em dinheiro.   No xxxx xxxx, xxxx, entrei em contato com Chase para perguntar sobre o status da minha recompensa {$ 100,00} em dinheiro, como ainda não o recebi. Fazia mais de uma declaração mensal (o tempo notável no e -mail) e cerca de dois meses desde que enviei a indicação.   No xxxx xxxx, xxxx, recebi uma resposta de um representante do atendimento ao cliente da Chase de que não era elegível para receber um bônus de referência porque meu amigo não se candidatou ao mesmo cartão de crédito que eu. Isso é falso: também tenho um cartão de crédito Chase Freedom Flex e usei o link de Chase para encaminhar meu amigo que foi aprovado (e atualmente usa) o mesmo cartão de crédito."
3955194;2020-11-15T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu arquivei uma disputa em relação aos itens incorretos no meu relatório de crédito. Faz mais de 30 dias e não recebi nenhum resultado da investigação.
1399281;2015-05-31T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Embora eu tenha sido um excelente cliente de perseguição há muitos anos e não tenha perdido um pagamento nem excedeu meu limite de crédito, eles decidiram reduzir meu limite de xxxx para xxxx. Eles afirmam que isso se deve a muitas outras contas e saldos altos, no entanto, não é justo representar um limite de crédito como valor xxxx e, à medida que me aproximo do limite, altere -o para uma quantia mais baixa! Eu realmente tive um limite de xxxx se assim que eu gasto xxxx em direção a ele, ele encolhe? Isso é enganoso e a decisão do meu limite deve se basear apenas no meu bom relacionamento com o Chase e não o que quer que aconteça com outras cartas que eu tenho. Além disso, como resultado de sua decisão, minha pontuação de crédito cairá ainda mais agora que estou muito mais perto do valor total do crédito disponível. Isso precisa ser corrigido e revertido.
1811697;2016-03-01T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Em xxxx xxxx, 2016, tentei fazer uma reserva no xxxx xxxx xxxx. Recebi um crédito de {$ 50,00} se eu solicitei o cartão de crédito XXXX, que é através do Chase Bank. O pedido de cartão de crédito solicitou meu número de segurança social, renda anual e empregador. Fui aprovado em minutos. Voltei a usar o cartão XXXX Rewards para pagar pela minha reserva e não consegui usá -lo porque não recebi um número. Eu tinha apenas os últimos dígitos xxxx. Liguei para o Chase Bank e me disseram que eles não me dariam o cartão por telefone e eu teria que esperar que ele chegasse. Isso significava que eu não podia usar o cartão de crédito com a reserva, não consegui ganhar xxxx para uma estadia noites gratuitas nem fui elegível para o {$ 50,00} de fora que eles anunciaram. Fechei a conta imediatamente e o site não mostra mais o número da minha conta. Ele é ""sua conta está fechada e não está mais disponível para uso"". ""Isso também aconteceu com xxxx xxxx quando tentei comprar um voo."
2224541;2016-11-28T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu enviei FR anteriormente uma reclamação xxxx. A resposta do Chase Bank foi o que eu queria. Quero uma investigação detalhada sobre o status da foto do suposto cartão de crédito que eu supostamente ter no XX/XX/XXXX AM XXXX XX/XX/1994. O que você comprei com este cartão.
2912955;2018-05-21T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Caro Card Chase, depois de revisar meu relatório de crédito com xxxx, xxxx e xxxx; Percebi que uma conta de cartão de crédito que foi aberta fraudulentamente ainda está sendo relatando às agências de crédito. O número da conta que está sendo relatado é xxxx .... Embora nenhuma informação negativa esteja sendo relatada às agências de crédito, quero que esta conta seja removida dos meus relatórios/perfis de crédito devido ao fato de não me lembrar de abrir esta conta. Acredito que esse relato pertencia a um indivíduo com um nome semelhante que morava na mesma cidade em que eu morava. Estou solicitando que você pare de relatar imediatamente esta conta e que limpe todas as minhas informações de estar vinculado a esse crédito fechado conta do cartão. Não fazer isso resultará em medidas legais tomadas contra sua empresa/banco no Tribunal de Pequenas Reivindicações. As únicas contas que já tive com o Chase foram contas de empréstimo automático. Eu nunca tive um cartão de crédito com Chase. Se você tem provas de que eu era o indivíduo que de alguma forma abriu a conta (fechada a partir de xx/xx/2012) em questão, forneça -me todas as evidências para revisão para que eu possa fornecer uma resposta apropriada.   Muito respeitosamente, xxxx xxxx (xxxx) xxxx"
2162256;2016-10-15T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Em xxxx xxxx, 2016, recebi da Amazon.com e parceiro Chase, um cartão de crédito ""Amazon recompensa"". Ele imediatamente e ligou para o atendimento ao cliente da Amazon, que, por sua vez, me indicou a Chase Security. Segundo eles, minhas informações pessoais foram usadas por um ""terceiro partido"" para solicitar o cartão de crédito. No entanto, nenhum deles estava disposto a me mostrar qualquer prova das informações usadas por essa chamada ""terceira partida"". Por exemplo, eles disseram que as informações pessoais incluíam a resposta à minha pergunta de segurança pedindo o nome de solteira de minha mãe. Eu Questionado sobre qual era a resposta da resposta da 3ª parte para essa pergunta e eles só podiam dizer que era ""meu nome"", que não é a resposta correta estabelecida para essa pergunta de segurança. Eu disse a cada um que eles deveriam me fornecer todas as informações usadas para abrir um cartão de crédito em meu nome, mas eles não conseguiram (ou não estão dispostos) a me fornecer qualquer prova de que não foram eles que emitiram esse cartão de crédito não solicitado. Além disso, eu disse a eles que o cartão chegou ao meu endereço, em vez do endereço ou caixa dos correios da chamada 3ª festa ... um fato que não faz sentido quando uma terceira parte não teve nada a ganhar enviando o cartão para meu endereço. Entrei em contato com XXXX das agências de relatórios de crédito XXXX, que compartilhavam meu alerta de fraude com as outras agências de relatórios de crédito XXXX. Cada um deles forneceu confirmação do alerta. O documento XXXX no arquivo PDF carregado mostra outra instância do Amazon.com e do Chase emitindo um visto de recompensa da Amazon não solicitado para um limite de crédito de {$ 5000,00} para outro consumidor. Finalmente, o terceiro documento no arquivo PDF carregado é a recente admissão do XXXX XXXX CEO de que o XXXX também estava emitindo cartões de crédito não solicitados e outros serviços. Talvez essa tenha sido uma tentativa da Amazon/Chase de acompanhar sua competição XXXX. Estou solicitando que o CFPB exija que a Amazon e o Chase forneçam ao CFPB e, para mim, todo o uso de informações para solicitar e emitir esse cartão de crédito não solicitado, em um esforço sincero e fé para me convencer de que eles emitiram este cartão de crédito baseado em cartão de crédito Sobre as informações fornecidas em uma solicitação por uma terceira parte!"
3685259;2020-06-05T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Devido ao Coronavírus, fui demitido do meu trabalho na indústria XXXX em XX/XX/2020, levando a um pagamento único de XXXX dólares no meu cartão de crédito Bank Chase. O JP Morgan relatou essas informações às agências de crédito em xx/xx/2020, o que fez com que minha pontuação de crédito despeje os pontos xxxx de uma só vez. Desde então, trouxe essa conta atual e estou pronto para pagar meu saldo restante, se necessário. Tenho XXXX anos e sou um cliente fiel há 4,5 anos. Acredito que isso arruinou essencialmente meu crédito desnecessariamente em um ponto muito tênue no meu histórico financeiro relativamente curto. Tentei entrar em contato com o atendimento ao cliente desde que os relatórios ocorreram e não tiveram sucesso.
2625875;2017-08-18T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Fecharam meu cartão de crédito e relataram mal em meu crédito enquanto eu era xxxx desde então eles declararam e me enviaram uma carta afirmando que eu estava coberto pelo SCRA devolveu apenas os juros, mas sem acusações financeiras, taxas atrasadas ou alterando -o para 6 % e relatou Ruim no meu relatório de crédito. Eu gostaria de todos esses problemas corrigidos
3410645;2019-10-18T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;On XX/XX/XXXX, I applied for the Chase Business United MileagePlus Club card using this link : https : /XXXX XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX & XXXX Cerca de uma semana depois, fui aprovado e recebi meu cartão pelo correio. No entanto, era o cartão xxxx xxxx xxxx xxxx e não o cartão de visita que eu havia solicitado.   Tentei ligar para explicar sobre esse problema e recebi várias respostas ambíguas. A primeira vez que cheguei, me disseram que o cartão que recebi foi realmente o cartão de visita. A segunda, terceira e quarta vezes que liguei, me disseram que este era um cartão pessoal e que eles não podem mudar para mim.
3763552;2020-07-25T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Em xx/xx/xxxx, recebi uma carta da Chase Card Services, informando que eles estariam tomando medidas negativas contra minha linha de crédito com base em uma revisão de crédito não solicitada da minha conta. Na carta, afirmou claramente que, se eu desejasse preservar meus direitos em contestar a constatação de que devo enviar uma resposta por escrito.   Em xx/xx/xxxx, enviei uma carta fornecendo informações adicionais contestando suas descobertas e fornecendo informações adicionais.   Somente xx/xx/xxxx, recebi um telefonema informando que, se eu desejasse contestar a ação negativa em meu crédito, eles exigem que eu acenasse meus direitos para que minha disputa seja tratada por escrito. Informei a Chase que não tinha intenção de acenar meus direitos e lhes informei que quero minha resposta por escrito. Então escrevi outra carta para eles afirmando que não acenou meus direitos de ter minha disputa tratada por escrito.   Em xx/xx/xxxx, recebi outra carta da Chase afirmando mais uma vez que, se desejasse contestar a ação negativa em meu crédito que eles não lidariam com isso por escrito, mas eu precisaria chamá -los. Na carta, eles disseram que essa ação estava sendo realizada, ""para ser justo"" (nenhuma explicação de como acenar meus direitos de minha disputa por escrito deve ser justo)."
2769420;2018-01-03T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Tenho várias perguntas em minhas contas de crédito. Todos os 3: xxxx xxxx e xxxx. Estou tentando me inscrever para uma hipoteca, então preciso corrigir meus créditos. Xxxx xxxx - Inquérito de xxxx xxxx, xxxx nunca aprovei esta consulta. Entrei em contato com eles e eles disseram que iriam removê -lo, mas nunca o fizeram. O número de confirmação da consulta com xxxx xxxx é: xxxx. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Xxxx xxxx xxxx xxxx xxxx - consulta a partir de xxxx xxxx, xxxx Não tenho lembrança desta investigação. Entrei em contato com Chase, e eles disseram que iriam removê -lo, mas nunca o fizeram. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Xxxx xxxx xxxx - inquérito de xxxx xxxx, xxxx Eu nunca aprovei esta consulta. Entrei em contato com eles e eles disseram que iriam removê -lo, mas nunca o fizeram. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Xxxx xxxx xxxx - inquérito de xxxx xxxx, xxxx Eu nunca aprovei esta consulta. Entrei em contato com eles e eles disseram que iriam removê -lo, mas nunca o fizeram. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Xxxx xxxx xxxx - inquérito de xxxx xxxx, xxxx Eu nunca aprovei esta consulta. Entrei em contato com eles e eles disseram que iriam removê -lo, mas nunca o fizeram. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Xxxx - Inquérito de xxxx xxxx, xxxx Eu nunca aprovei esta consulta. Entrei em contato com eles e eles disseram que iriam removê -lo, mas nunca o fizeram. Enviei uma disputa com xxxx, mas eles decidiram não aprová -la. Eles disseram que não há nada que possam fazer. Eu tenho uma conta de longa data com xxxx. Não sei por que eles receberam meu crédito novamente.
1753617;2016-01-22T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu tenho sido um cliente leal de perseguições e sempre paguei minha conta. Eu tive alguns problemas quando saí de férias. Fui informado por um representante por telefone que meu cartão seria pago automaticamente através da ACH, enquanto eu estava fora. Infelizmente para mim, esse não foi o caso e estava 60 dias atrasado quando voltei para casa. Isso impactou meu relatório de crédito como você pode imaginar. Entrei em contato com as partes apropriadas e nada poderia ser feito, além de algum tipo de plano de pagamento, pois meu cartão não estava mais ativo. Vendo que eu não tinha outra opção e não queria mais impacto no meu relatório de crédito, concordei com o plano de pagamento. Também pedi para resolver esse problema com as agências de crédito. Disseram -me que, apesar de ter ficado com falta de informação, nada poderia ser feito.
3611018;2020-04-17T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Eu contestei uma cobrança de {$ 2000,00} desde a data em que foi cobrada (xx/xx/xxxx). De acordo com a Lei de Relatórios de Crédito Justo, o fornecimento de informações às agências de relatórios de consumidores tem o dever de fornecer informações precisas sobre um arquivo de crédito de consumidores. 15 U.S.C. 1681S-2 (a). Como nego a responsabilidade por qualquer quantia de suposta dívida e, como afirmo que a suposta dívida resultou de uma acusação não autorizada, não é preciso relatar que há um pagamento devido ao pagamento devido. Apesar de uma carta (anexada) do meu advogado para lembrar a Chase My Fair Credit Reporting Right, Chase continua a violar a lei. Apesar do meu esforço repetido para resolver essa disputa, pedindo arbitragem em xx/xx/xxxx por nosso contrato de cartão, o Chase ignora a solicitação de arbitragem (um XXXX compatível com CFPB separado foi arquivado há 2 semanas). Corrija os relatórios de crédito a todas as agências de crédito o mais rápido possível, pois minha pontuação de crédito sofreu XXXX pontos diminuíram.
2961784;2018-07-12T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Falei com xxxx sobre minhas consultas em xxxx. Eu ainda não os removeu. Falei com eles em xxxx, xxxx e xxxx e eles ainda estão lá. Os credores que divulgaram as consultas por aí enviaram várias cartas para xxxx também. As consultas que precisam ser removidas são as 5 J.P. morgan Chase inquires from : XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX 1 inquiry from XXXX on : XX/XX/XXXX XXXX inquiry from XXXX on XX/XX/ Xxxx xxxx consulta de xxxx/xxxx em uma consulta xx/xx/xxxx 1 de xxxx xxxx em xx/xx/xxxx já enviei a documentação afirmando que não fiz essas perguntas.
3073599;2018-11-14T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Em xx/xx/2017, vi que não me inscrevi em um cartão de perseguição. Eu chamo a empresa para dizer a eles que estava equivocada na identidade, mas nunca a tirei do meu relatório de crédito. Eles me disseram que isso permanecerá no meu relatório de crédito. Eu não tenho idéia dessa conta, você pode tirar isso!
2039213;2016-08-02T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Notei hoje no meu relatório de crédito que existem xxxx novas consultas de chase. Até agora, não vejo nenhuma nova conta e quero garantir que o Chase não seja aberto ou feche as contas fraudulentas.
2984247;2018-08-07T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Minha conta foi fechada no ano passado, acabei de abrir os cartões de crédito por dois meses e pago o saldo todos os meses e, de repente, minha conta foi fechada. Eu uso outros bancos há vários anos, nunca fecho a conta deles.
3526386;2020-02-10T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Além da reclamação xxxx. Fui pagar o cartão One Chase (Chase Ink) hoje na íntegra, que Chase concedeu há alguns meses apenas para descobrir que a conta havia sido fechada sem o meu consentimento. Eu posso ver contas difundidas como esta on -line e suspeitar que elas me consideram um cliente de alto risco com base em relatórios on -line. No entanto, tenho um histórico de 20 anos com os cartões bancários/crédito e não consegui pagar um cartão antes da data de vencimento no mesmo mês, tive um cheque especial ou qualquer interação negativa com o banco. Até tentei quando recebi o cartão para marcar um débito direto para pagar o cartão integralmente, mas me disseram que isso não poderia ser feito por telefone e, em vez disso, só podia ser feito através do registro on -line por meio de um sistema separado que eu não fiz ' não quero fazer. Paguei a conta na íntegra no mês passado.   Estou muito chateado com isso, mas mais ainda porque tenho recompensas {$ 500,00} no cartão, além do dinheiro de {$ 90,00}, que me disseram hoje que Chase não honraria. Também li relatórios sobre o fechamento de contas bancárias do Chase, juntamente com os cartões de crédito, o que é muito perturbador.   Claramente, a definição de um cliente de risco está errado, pois eu não poderia ser um cliente mais estável.
3509460;2020-01-25T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Estou escrevendo para registrar uma reclamação sobre um site de afiliados com Chase, XXXX e XXXX xxxx sobre suas informações enganosas para os benefícios dos cartões de crédito.   Eu li um artigo no site afirmando que posso obter 33 noites gratuitas depois de me inscrever no cartão de crédito Chase IHG. No entanto, descobri que o bônus era na verdade pontos xxxx, que eram apenas o suficiente para resgatar por 4-5 noites grátis, muito menos do que as 33 noites como afirmavam. O site tem vários artigos como este.   O que me preocupa é que eles estão usando publicidade enganosa em xxxx e enviando os usuários para as páginas do aplicativo em inglês. Algumas pessoas podem não ler os termos em inglês com cuidado e obter as informações erradas antes de se inscrever. Espero que os bancos e seu afiliado possam remover toda a publicidade enganosa.   Obrigada.
2887878;2018-04-26T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;A Chase violou 15 USC 1692 ao continuar a atividade de coleta após cessar e desistir e 15 USC 1681 ao não relatar informações completas e precisas para as agências de relatórios de crédito.
3024293;2018-09-20T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Eu tenho disputado também o JPM Chase através das três principais agências de crédito nos últimos meses e elas se recusaram a fornecer o que foi solicitado durante esse processo: um instrumento original de endividamento - com minha assinatura real - verificando a validade de a conta. Eles se recusaram a fornecer esse contrato de consumidor original por meses e os agentes foram cúmplices. (Enviei uma reclamação sobre os três também.) Sob a FCRA, uma empresa deve fornecer ao consumidor o que foi solicitado. Além disso, nunca é uma empresa para afirmar que uma conta é ""verificada"", ""precisa"" e ""válida"" sem realmente provar que são assim. Estou indignado que em 7 meses, não recebi o que eu solicitado. É extremamente importante para minha pessoa e identidade como consumidor para garantir que o que está relatando em meus arquivos de crédito tenha sido verdadeiramente, adequadamente verificado e validado. Demoço que o JPM Chase forneça um contrato de consumidor original / instrumento original de endividamento em sua forma original; se não o fizerem, exija que essa conta seja excluída imediatamente dos meus relatórios de crédito. A lei declara de acordo com a Seção 609 (a) (1) (a) e a seção 611 (a) (1) (a) ) que a documentação original do consumidor é necessária para os consumidores, particularmente mediante solicitação. Além disso, você também não forneceu o método de verificação, conforme exigido na seção 611 (a) (7). De acordo com a seção 611 (5) (a) do FCRA, você deve excluir imediatamente todas as informações que h não pode ser verificado. É uma vergonha que leva mais de 7 meses de alegação para conseguir o que você deve como consumidor. Empresas como essa esconder -se atrás das agências e assumem que a maioria de nós desistirá de tentar mais disputar e solicitar as informações necessárias."
3422915;2019-10-30T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;Cerca de 15 meses atrás, fiquei doente e perdi minha carteira com todos os meus cartões de crédito. Fiz uma ligação para todos os bancos que me deram cartão, alguém encontrou minha carteira com meus cartões e comece a usá -los e executar meu saldo até {$ 60000.00} com o Chase Bank e o outro cartão de chase foi $ xxxx.i foram Escrevendo -os para sair do meu relatório de crédito, novamente eu sou xxxx anos negro de anos, sempre paguei minhas contas e tenho bancário com uma perseguição há mais de 20 anos. Eu tenho meu advogado escrever uma carta me sobre esse problema, Escrevi uma carta a todas as agências de relatórios de crédito para obter ajuda e arquive um relatório policial na cidade de XXXX, CA, arquivo com xxxx e queixa e declaração de vítima de roubo de identidade. Eles ainda não tiram isso do meu relatório de crédito XXXX. Eu posso usar ajuda. Resumi todos os documentos e o banco Chase.
2340178;2017-02-13T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"Recebi um XXXX para o ano fiscal de 2015. Entrei meus impostos de 2015 e o incluí como lucro tributável. Pago receita tributável por impostos federais e estaduais sobre o crédito da XXXX Chase ainda está se reportando às agências de relatórios de crédito XXXX que devo um saldo de {$ 3900.00} após a dívida ter sido descarregada e cancelada. Eu fiz inúmeras ligações para perseguir. Eu contestei o saldo com agências de relatórios de crédito XXXX, mas a empresa de cartão de crédito Chase diz que há um saldo de {$ 3900,00}. Estou solicitando uma hipoteca doméstica, mas com o saldo do cartão de crédito Chase, eles não farão um empréstimo. Eles sabem que Chase fará um julgamento contra o lar. Além disso, o cartão de crédito da Chase está diminuindo minha pontuação de crédito, mostrando que o saldo está acima da linha de crédito {$ 3000,00} em 128 %. O XXXX possui estados verificados da caixa # xxxx ""Decisão ou política de interromper a coleta ''. Caixa # xxxx tem a data de descarga. De xxxx/xxxx/2015. A caixa # xxxx estados"" A quantidade de dívida é realmente ou é considerada alta (cancelada ou perdoado). Sei que esta é uma nova área com dívidas xxxx descarregando, mas eles não podem receber a redução do imposto do governo e ainda desejam cobrar dinheiro. É contra a lei que o Chase Credit vender essa dívida a uma empresa de cobrança para tentar coletar dinheiro que relatei em meus retornos federais e estaduais como receita tributável e pagar impostos sobre sua questão de um XXXX. Também estou entrando em contato com o Procurador Geral da Carolina do Sul com esse problema com o Chase Credit Card. Entendo que o Chase Credit ainda relatará minha conta como fechada pelo credor, mas quero que o saldo {$ 3900.00} que não seja deve ser removido das agências de relatórios de crédito XXXX. obrigada"
3320629;2019-07-27T12:00:00-05:00;Cartão de crédito / Cartão pré-pago;"XXXX XXXX enviou um alerta de que uma nova investigação ""Hard"" foi adicionada ao meu relatório de crédito xxxx do serviço de cartão JPMCB - em xx/xx/2019.   Essa investigação fraudulenta pode afetar minha pontuação.   Não aprovei esta consulta e ela não deve ser listada no meu relatório de crédito."
